Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
63,0,211.7,271.7,203.3,7.4,0,0,0,107,77,108,7,47
119,16,147.2,160.1,184.0,7.7,0,1,1,103,96,120,2,19
133,0,254.7,252.2,178.1,8.0,0,1,1,103,80,103,3,35
94,0,170.1,271.8,110.7,8.7,1,0,1,113,94,78,4,42
69,0,195.1,261.5,203.8,11.4,0,0,0,91,57,90,5,19
119,0,81.9,253.8,213.1,8.9,2,1,0,75,114,125,1,43
142,25,191.1,149.6,227.8,9.8,0,0,1,109,120,60,3,30
123,0,206.9,224.4,197.4,8.3,3,0,0,115,86,60,2,20
43,0,179.3,252.7,227.5,8.0,0,0,0,97,126,114,5,3
69,0,185.3,219.1,243.6,5.5,0,0,0,91,88,107,5,15
15,0,141.4,123.9,323.5,8.1,2,0,1,80,76,88,3,34
107,25,248.6,119.3,194.3,12.0,1,0,0,91,115,83,1,48
67,0,152.5,252.4,185.4,4.9,2,0,0,131,107,104,3,49
99,0,145.6,230.9,181.5,11.4,1,0,0,102,87,86,7,34
55,0,221.0,165.4,235.4,9.7,1,0,1,115,97,117,4,27
39,0,295.4,232.1,204.4,11.5,1,1,0,126,117,123,2,17
92,0,139.8,174.9,201.6,9.4,2,0,0,98,143,135,7,43
76,0,272.7,236.4,235.5,7.7,0,1,0,97,95,105,2,29
132,33,200.3,226.6,198.8,12.9,2,0,1,75,67,91,3,11
140,28,157.1,172.4,184.5,11.1,1,0,0,77,97,94,9,40
51,12,135.8,200.6,192.4,12.3,2,0,1,60,134,98,7,0
27,0,236.7,231.9,164.7,12.7,1,0,0,110,92,85,6,41
105,28,156.1,107.1,167.7,14.7,0,1,1,89,114,95,3,36
117,0,191.1,282.8,84.8,12.0,2,0,0,93,56,118,4,47
146,0,205.4,134.9,310.5,10.3,3,0,0,101,77,83,2,45
147,0,225.2,184.9,143.2,9.9,0,1,1,111,98,146,1,48
68,0,249.9,254.5,273.2,8.9,2,1,0,127,118,98,6,15
68,0,131.6,137.0,256.3,10.2,3,0,0,89,109,107,5,32
86,21,197.9,165.6,208.0,10.1,0,0,0,99,100,120,9,11
131,0,166.5,210.2,257.2,9.9,1,0,0,129,107,93,5,17
86,29,225.4,187.1,281.1,12.9,1,0,0,79,112,112,3,35
159,0,275.8,189.5,223.9,7.4,2,1,0,103,108,93,5,46
134,40,142.9,88.6,290.0,10.8,1,0,0,105,61,96,6,3
113,0,207.2,256.0,211.0,9.9,1,0,0,113,80,87,1,46
132,0,206.2,211.2,196.2,10.2,1,0,0,100,118,122,6,24
85,0,210.3,195.8,221.6,11.2,1,0,0,66,76,82,7,1
93,38,225.7,119.6,193.2,14.0,1,1,1,117,122,125,7,31
61,0,197.7,152.2,221.0,7.0,2,0,0,118,96,93,3,34
91,39,169.8,65.2,144.4,10.9,1,0,0,105,116,92,4,7
88,28,190.6,237.3,211.6,9.8,2,0,0,104,105,116,1,29
88,45,80.3,153.3,309.2,12.8,2,0,0,140,101,123,3,19
195,36,231.7,225.1,201.7,12.1,0,0,0,110,88,89,2,46
182,0,69.1,230.3,256.7,6.5,0,0,0,114,109,96,4,32
65,0,192.0,139.5,187.4,5.5,2,0,0,89,88,102,4,14
61,25,163.7,113.2,134.1,9.9,3,0,0,78,112,118,3,44
172,0,211.7,198.7,301.7,6.5,1,0,0,100,101,136,9,49
72,0,175.5,132.3,242.9,11.8,1,0,0,103,120,96,3,31
113,0,150.1,200.1,266.7,11.0,2,0,0,120,85,105,3,32
177,0,189.5,176.3,225.9,14.2,1,0,0,99,117,112,2,28
67,0,215.5,190.7,214.5,8.6,1,0,0,102,95,106,6,32
136,0,101.7,202.8,136.2,9.4,3,0,0,105,99,119,6,8
134,0,242.4,152.9,318.3,11.8,1,0,0,126,115,115,6,11
124,0,131.8,284.3,305.5,11.3,1,0,0,82,119,101,2,6
84,0,190.2,197.7,247.5,9.8,2,0,0,102,141,102,6,31
39,0,154.1,204.2,196.2,9.8,2,0,0,104,112,92,4,21
110,0,188.0,90.5,150.3,15.3,3,0,0,127,118,64,3,36
102,0,103.1,275.0,141.1,11.2,1,0,0,70,129,92,5,42
70,0,175.4,159.5,260.6,11.6,0,0,0,130,130,96,4,50
142,0,145.4,209.1,214.0,10.9,1,0,0,93,98,96,1,34
81,0,250.6,187.9,120.3,7.8,1,0,1,85,50,131,5,8
17,0,161.5,214.2,315.0,8.6,1,0,0,123,81,106,5,39
119,0,260.1,256.5,229.1,10.0,1,1,0,101,68,89,2,38
105,0,281.3,301.5,202.8,8.7,0,1,0,124,96,109,3,11
108,42,130.1,167.0,244.7,13.6,3,1,1,90,128,80,5,20
90,0,102.0,113.3,188.6,11.4,2,0,0,118,134,105,3,45
100,33,218.7,155.0,99.0,12.1,1,0,0,104,144,117,4,15
155,30,128.5,188.4,254.4,6.8,1,0,0,86,91,85,6,37
113,0,128.7,227.1,178.1,9.2,2,1,0,100,67,135,4,3
123,0,172.2,162.6,250.3,8.7,1,0,0,92,76,101,4,48
145,0,199.2,126.0,289.2,7.6,1,0,0,124,86,135,3,45
42,0,184.5,200.5,279.2,8.8,2,0,0,98,93,91,3,24
125,0,168.6,175.6,243.3,10.9,0,0,0,99,107,92,7,33
131,30,174.0,205.3,218.2,6.7,1,0,0,118,81,90,3,11
107,0,230.4,257.4,107.3,8.5,1,0,0,65,80,88,3,47
48,0,198.2,202.8,146.4,5.1,1,0,0,73,115,73,5,14
76,0,186.1,211.6,230.6,8.0,0,0,0,96,100,100,4,14
128,0,148.5,243.0,255.2,6.8,1,0,0,105,106,114,2,18
73,0,157.1,268.8,181.5,10.0,0,0,0,109,83,91,8,48
126,26,129.3,176.5,154.5,9.6,1,0,1,123,114,102,7,22
124,0,188.5,182.0,218.2,6.1,1,0,0,77,123,127,6,27
137,0,208.8,225.3,221.6,11.1,0,0,0,120,100,130,5,47
71,0,238.0,278.5,193.1,11.8,0,1,0,82,94,134,10,28
139,0,211.1,206.9,193.9,5.6,0,0,0,103,108,70,4,29
107,30,198.9,207.0,159.8,12.6,3,0,0,87,90,76,4,25
147,0,212.8,204.1,156.2,10.2,1,0,0,79,91,113,2,17
116,0,137.4,120.0,130.3,12.4,3,0,0,126,94,64,2,39
60,31,191.8,267.8,200.5,12.8,2,0,0,75,135,62,3,34
63,0,117.1,249.6,162.2,11.1,3,0,0,118,90,84,4,8
94,0,108.0,241.9,252.1,10.4,3,0,0,79,152,92,3,32
131,0,112.8,199.4,142.7,10.1,0,0,0,133,116,105,5,39
158,0,175.9,188.3,188.3,11.0,1,0,0,105,88,98,6,25
139,0,236.6,169.9,212.3,11.1,1,1,0,109,107,118,2,34
140,0,129.6,246.2,172.1,9.4,3,0,0,79,99,124,10,48
72,0,177.1,184.7,174.1,8.0,1,0,0,97,105,94,6,17
52,20,133.3,184.1,272.9,13.5,1,0,0,63,123,107,2,41
74,32,174.6,310.6,234.7,9.0,1,0,0,107,115,92,4,16
124,0,150.3,255.9,136.7,12.5,2,0,0,101,112,62,4,28
71,0,141.2,149.1,171.4,7.0,2,0,0,132,90,72,2,47
177,27,230.2,196.1,215.4,10.4,1,0,0,106,78,108,2,33
49,0,237.8,208.9,167.8,15.6,2,1,1,92,119,86,6,40
106,0,204.0,168.5,164.0,13.3,3,1,1,84,61,102,3,39
60,0,221.1,178.6,202.7,7.4,1,0,0,106,48,90,3,13
66,0,118.0,248.1,214.4,5.3,1,0,0,133,99,122,5,21
125,0,163.8,255.6,192.9,15.7,0,0,0,73,85,95,4,41
114,4,141.3,230.4,223.7,9.4,3,0,0,96,88,85,3,40
112,0,272.5,226.1,159.1,16.4,3,1,0,119,94,94,5,42
101,16,118.9,228.3,180.1,8.2,2,0,0,112,97,111,5,26
59,0,159.5,167.2,138.6,10.2,0,0,0,96,123,106,4,0
59,0,150.2,185.7,212.5,12.1,1,0,0,70,98,128,2,3
99,0,140.7,210.9,229.9,12.4,2,0,0,88,98,125,4,8
150,0,169.2,216.8,179.4,12.6,1,0,0,123,83,107,3,45
81,0,220.8,148.5,183.9,7.6,2,0,0,77,87,100,3,19
86,0,216.3,266.3,214.0,4.5,0,0,0,96,77,110,3,15
84,0,169.5,157.6,98.2,10.6,0,0,0,96,94,70,7,20
118,35,256.3,258.1,215.5,11.7,1,0,0,119,91,130,1,33
89,0,179.7,299.8,185.3,7.6,1,0,0,128,92,120,3,5
93,0,266.0,130.1,165.8,13.1,3,0,0,120,84,63,6,16
85,0,96.7,193.8,171.7,9.7,2,0,0,97,95,88,3,2
160,0,82.7,194.6,159.0,10.9,0,0,0,116,95,54,9,50
28,0,168.2,161.7,192.4,10.1,3,0,0,87,92,112,3,38
156,0,174.3,186.6,258.2,12.9,3,0,0,95,128,105,5,34
33,0,190.6,161.7,189.9,13.0,1,0,1,100,104,136,6,37
119,0,133.4,204.6,196.9,11.1,1,0,0,102,71,103,7,34
91,27,204.6,136.0,210.5,6.6,3,0,0,96,93,82,2,2
102,0,242.2,233.2,188.5,6.2,3,0,0,88,89,121,6,22
86,33,253.1,210.1,95.0,11.9,3,0,0,112,94,98,4,36
82,0,130.0,185.3,178.7,8.3,0,0,0,110,88,105,4,43
89,0,105.9,189.6,170.9,12.7,0,0,0,151,142,67,7,27
86,0,194.2,193.8,192.0,9.3,3,0,0,98,95,123,7,13
134,0,183.8,123.5,160.7,6.1,1,0,0,111,92,105,2,14
92,0,196.5,190.0,163.2,10.8,2,0,0,82,89,99,2,37
87,0,184.5,172.0,183.4,13.7,3,0,0,81,103,96,3,41
64,0,261.9,148.1,145.2,13.8,0,0,0,113,99,74,4,29
80,0,202.4,260.2,177.4,9.2,3,0,0,118,67,112,5,39
165,39,167.4,172.7,192.6,9.5,3,0,0,113,94,113,4,20
41,30,191.7,193.0,149.4,11.1,1,0,0,109,86,93,4,21
108,0,240.2,230.3,217.0,5.2,2,0,0,78,109,83,1,41
104,26,189.1,178.2,199.3,11.1,1,0,0,112,97,104,4,34
115,0,127.7,182.9,172.9,10.6,1,0,0,67,90,92,7,8
87,0,205.2,99.5,189.5,13.4,1,0,0,106,122,75,3,36
159,23,153.6,216.9,161.3,12.6,2,0,0,93,88,91,3,40
119,0,154.5,193.6,180.9,13.4,2,0,0,129,87,145,3,15
69,0,153.7,194.0,256.1,14.1,1,0,0,109,105,114,6,33
87,36,171.2,185.8,227.6,10.8,1,0,1,138,102,97,3,14
154,0,145.9,208.2,180.9,14.4,0,1,1,69,141,106,10,36
57,37,201.2,280.1,154.2,11.8,1,0,0,76,122,110,1,16
151,0,118.9,278.3,194.8,13.2,2,0,0,128,65,61,10,31
162,0,217.6,279.0,250.7,10.4,2,1,0,87,71,65,4,31
60,0,145.0,209.1,328.5,14.6,1,0,0,133,92,112,2,26
81,0,203.5,289.6,212.9,8.7,3,0,0,89,69,71,3,12
132,0,240.1,180.4,133.4,8.0,3,0,0,115,91,122,6,47
86,0,83.8,240.2,158.6,6.7,1,0,0,121,96,108,8,29
136,0,269.8,228.8,257.5,10.1,1,1,0,106,101,106,8,43
121,21,126.3,209.6,192.5,10.6,1,0,0,84,102,129,2,25
105,15,88.1,175.9,269.9,9.7,2,0,0,125,142,85,1,12
105,34,218.5,196.7,151.1,9.9,2,0,0,61,74,103,4,48
51,26,236.8,263.4,181.1,11.2,1,0,0,61,97,91,8,26
64,0,124.1,192.8,162.9,6.4,3,0,0,117,108,84,5,10
80,30,184.2,167.5,212.8,10.0,0,0,1,132,109,114,10,26
120,0,149.2,193.6,248.9,11.1,1,0,0,98,88,119,5,46
103,0,206.5,180.2,220.6,12.2,3,0,0,125,113,95,4,41
164,27,159.7,168.8,244.1,9.6,3,0,0,102,113,127,9,35
116,27,204.7,209.4,212.9,7.0,2,0,0,118,91,67,2,35
121,0,213.2,120.7,244.4,7.5,1,0,0,79,116,102,4,26
55,0,269.6,171.7,219.0,8.2,1,0,1,121,91,98,6,14
183,0,116.7,213.8,214.3,9.7,2,0,0,92,112,112,6,33
104,0,263.4,235.5,102.0,13.0,0,0,0,101,117,146,4,44
90,0,140.2,213.9,120.0,7.1,1,0,0,97,102,126,2,30
82,0,197.7,127.6,142.1,13.5,1,0,0,101,83,103,3,18
101,0,136.2,220.9,196.9,13.3,3,0,0,92,110,116,7,46
9,16,88.5,178.8,228.7,11.5,2,0,0,87,108,96,3,34
97,0,215.3,242.4,279.8,12.1,0,0,0,58,91,105,9,6
94,0,269.2,193.8,257.6,8.9,3,1,0,104,144,61,2,16
127,25,203.8,267.1,225.1,7.3,0,0,0,118,48,105,5,22
125,34,268.4,222.2,117.6,10.3,0,0,0,112,108,102,3,41
140,0,159.1,269.8,220.4,10.3,1,0,0,104,106,116,4,21
67,0,138.9,208.9,232.4,9.2,2,0,0,65,109,82,3,45
113,0,186.0,237.4,148.1,12.2,1,0,0,55,105,83,6,31
121,26,170.4,254.5,219.6,15.1,0,0,0,91,90,122,5,42
121,0,168.6,168.6,95.3,12.3,1,0,0,121,94,59,4,7
53,0,261.2,250.8,176.0,9.8,0,1,0,119,105,112,2,37
75,0,190.5,178.4,162.4,13.1,1,0,0,91,75,113,5,39
132,0,181.1,314.4,246.7,4.2,2,0,0,121,109,81,9,0
162,0,177.1,114.7,153.6,6.5,3,0,0,131,122,88,6,48
140,0,160.5,240.5,233.5,11.3,1,0,0,114,103,121,4,15
91,0,134.7,295.3,195.5,6.6,2,0,0,116,98,121,5,22
73,28,198.2,139.1,199.1,8.8,2,0,0,107,123,139,1,13
145,0,241.7,135.8,277.6,13.1,0,0,0,137,100,123,3,23
100,0,131.1,176.2,89.7,4.3,1,0,0,108,81,81,4,3
122,0,234.1,200.2,237.4,13.1,2,0,0,101,121,89,9,23
109,0,200.1,300.9,236.0,11.9,0,0,0,72,120,68,5,24
82,0,154.0,94.4,287.6,10.1,1,0,0,107,114,95,7,1
65,23,224.2,189.6,222.8,9.8,0,0,0,106,100,75,4,38
52,0,148.3,181.6,155.6,8.3,3,0,0,83,79,104,6,0
136,24,174.6,176.6,214.4,8.8,2,0,0,76,114,91,5,25
75,0,138.5,153.2,215.6,11.1,1,0,0,110,86,103,7,12
146,0,109.0,265.8,228.3,12.6,1,0,0,69,98,80,2,50
48,0,210.8,189.6,157.6,16.4,2,0,0,84,98,99,3,28
45,0,142.4,318.7,224.1,11.1,1,0,0,107,78,108,7,6
106,37,223.5,235.1,140.1,10.6,2,0,0,104,99,90,5,27
33,0,182.5,232.1,149.2,7.5,2,0,0,65,96,82,2,6
68,0,219.6,141.1,205.7,10.8,2,0,0,97,144,101,4,28
106,0,193.6,238.2,176.4,12.9,0,0,0,66,82,107,3,47
141,0,192.4,156.9,175.8,11.0,0,0,0,111,87,82,6,33
98,0,236.2,189.4,153.6,13.3,0,0,0,122,110,104,4,5
94,28,233.2,113.3,118.0,16.1,0,0,0,88,102,71,4,16
65,0,158.8,188.5,189.3,9.8,2,0,0,53,132,87,4,5
85,0,126.1,274.7,184.4,9.8,1,0,0,112,126,95,4,24
71,0,290.4,253.9,263.3,10.1,3,1,0,108,92,126,5,19
112,30,60.6,165.9,132.8,13.3,0,0,0,113,96,99,7,34
110,0,148.4,193.8,206.0,6.9,0,0,0,95,98,106,6,0
111,0,246.5,216.3,179.6,12.7,2,0,0,108,89,99,3,48
74,0,298.1,201.3,214.7,9.7,2,1,0,112,100,88,4,30
105,0,119.3,185.1,157.0,10.9,2,0,0,82,111,74,4,42
40,0,242.5,232.9,154.0,9.6,0,0,0,82,97,86,7,34
128,18,222.1,160.6,218.8,13.6,0,1,1,89,109,102,2,10
123,0,236.2,273.9,227.0,10.1,2,1,0,135,88,77,6,23
122,0,144.2,212.2,169.3,9.5,0,0,0,87,74,87,4,22
114,19,154.6,241.6,160.0,12.6,3,0,0,100,109,112,1,13
102,25,137.4,176.7,188.2,10.2,2,0,0,100,83,93,6,6
126,0,103.7,127.0,329.3,14.4,0,0,0,93,107,66,1,27
60,0,289.8,255.6,242.8,11.7,2,1,0,101,115,76,4,31
123,0,260.9,168.5,178.3,13.3,3,0,0,85,103,91,5,43
138,0,196.2,176.5,232.4,15.2,0,1,1,129,86,108,1,4
29,0,195.6,126.4,148.6,14.2,1,0,0,71,74,87,4,20
37,0,172.9,183.0,226.4,9.8,0,1,1,119,86,100,1,43
111,0,249.8,242.4,231.8,11.6,0,1,0,109,106,78,4,4
81,0,154.5,216.2,229.8,13.7,1,0,0,84,91,82,3,44
46,0,90.4,276.2,146.5,12.7,1,0,0,108,77,111,2,47
69,27,268.8,246.6,271.9,16.4,0,0,0,78,89,102,3,25
125,0,106.1,157.6,192.5,8.1,1,0,0,95,113,69,3,35
127,27,140.1,223.4,257.9,3.8,1,0,0,59,111,73,10,39
94,0,245.0,180.4,262.9,9.7,1,0,0,112,91,105,6,15
46,0,196.7,205.9,216.6,11.2,3,0,0,85,74,112,5,46
73,26,131.2,106.5,221.7,10.2,2,0,0,98,97,96,6,26
146,23,149.6,239.8,293.5,7.4,2,0,0,96,124,135,4,6
93,0,239.8,251.8,168.6,10.9,1,0,0,70,99,112,10,32
52,31,142.1,193.0,253.4,11.0,1,0,0,77,97,88,4,35
202,0,115.4,178.7,185.7,6.0,3,0,0,137,70,113,3,10
129,31,193.0,224.8,197.6,10.3,2,0,0,99,87,91,8,23
100,0,160.3,221.3,150.4,11.2,0,0,0,138,92,120,2,1
43,0,199.9,288.4,180.6,11.3,1,0,0,108,80,103,7,49
130,0,213.1,206.2,163.4,8.9,0,0,0,105,108,93,3,30
124,0,178.3,235.0,239.7,10.9,3,0,0,102,120,119,1,50
92,0,252.3,207.0,284.6,12.0,3,1,1,120,112,95,5,45
98,29,111.1,217.9,248.1,6.6,2,0,0,105,101,108,3,35
100,0,96.5,210.2,146.4,12.5,1,1,0,86,133,106,3,26
79,0,156.9,122.2,189.1,11.3,3,0,0,109,87,103,5,19
164,0,123.3,170.0,165.9,12.7,1,0,0,78,85,78,2,45
105,0,193.7,183.2,293.7,10.8,1,0,0,108,124,72,5,32
89,0,206.9,167.7,155.7,10.9,0,0,1,134,105,86,4,2
126,0,249.8,261.9,166.8,12.7,3,1,0,96,92,108,4,29
96,0,144.0,224.7,227.7,10.0,1,0,0,102,73,91,7,50
120,33,299.5,163.4,146.7,11.6,0,0,0,83,84,88,5,12
72,0,137.6,143.5,273.7,9.6,2,0,0,106,94,110,6,27
155,26,211.7,139.2,146.7,11.1,1,0,1,121,123,89,3,11
89,0,89.7,179.8,145.7,9.5,2,0,0,80,81,120,4,44
126,0,197.6,246.5,285.3,12.5,2,0,1,126,112,104,8,50
172,0,270.0,256.6,168.5,12.0,2,1,0,102,111,104,5,1
143,0,194.3,123.6,229.5,10.2,2,0,0,99,133,99,2,48
132,0,190.1,182.2,279.8,13.0,1,0,0,105,116,105,2,16
99,0,182.6,154.5,196.0,12.1,0,0,0,83,111,57,5,34
136,35,205.5,298.5,214.2,6.9,1,0,0,86,119,104,4,45
119,0,231.5,266.9,211.0,7.4,1,0,0,82,97,118,10,16
115,0,251.3,252.5,118.3,9.9,3,1,1,69,96,112,1,27
160,0,171.2,243.5,178.2,13.0,2,0,0,103,121,92,3,24
166,0,197.9,251.0,138.3,11.2,2,0,0,89,113,85,2,28
120,0,134.8,204.1,238.4,6.7,1,0,0,94,106,109,8,4
173,0,191.4,168.5,109.3,10.3,1,0,0,114,138,99,3,49
156,0,174.5,197.4,238.5,10.6,0,0,0,65,116,86,2,14
70,0,177.4,226.2,254.1,10.9,0,0,0,125,104,72,4,34
41,0,182.1,211.5,207.4,6.8,1,0,0,89,104,124,1,33
132,0,222.4,165.4,208.4,11.2,0,0,0,85,76,97,4,1
160,0,121.8,89.3,150.7,10.3,1,0,0,97,97,92,5,28
180,0,143.5,189.3,174.9,8.8,3,0,0,121,111,82,5,36
93,0,164.9,210.4,229.4,7.8,2,0,0,68,86,104,4,44
109,0,193.6,148.7,282.5,13.1,2,0,0,58,115,105,1,35
80,0,101.1,263.2,137.7,7.3,0,0,0,121,110,74,5,50
54,24,92.3,193.1,99.3,11.6,2,0,0,88,98,119,3,32
157,29,219.2,206.0,192.4,15.0,1,0,0,102,109,117,5,7
170,37,178.1,242.8,243.0,13.0,0,0,0,130,103,93,4,13
138,0,146.5,284.5,176.0,14.0,3,0,0,101,142,98,6,2
92,31,172.3,266.2,228.2,11.8,1,0,0,116,91,90,5,13
126,0,190.9,149.7,191.4,13.0,1,0,0,143,72,87,3,43
41,0,232.1,327.1,226.5,10.9,3,1,0,74,88,119,2,32
91,0,123.8,319.0,237.6,7.3,2,0,0,107,125,78,4,44
127,0,96.0,177.0,162.2,9.7,3,0,0,117,68,127,4,39
88,27,93.4,252.0,189.0,10.9,1,0,0,106,92,104,1,27
113,0,90.6,170.6,137.4,5.4,1,0,0,130,100,74,9,39
78,0,152.9,256.6,173.6,5.3,2,0,0,81,82,112,6,34
123,0,257.9,211.6,189.3,9.4,2,0,0,92,71,104,2,43
136,29,85.2,230.4,243.6,9.0,2,0,1,98,85,104,3,8
68,34,160.0,184.5,208.3,6.1,1,0,0,72,119,101,10,25
132,10,182.9,292.4,142.3,11.5,0,0,0,54,68,116,4,35
127,0,261.7,181.8,100.9,3.3,0,0,0,105,107,131,5,9
110,0,241.2,174.3,245.3,8.5,2,0,0,105,85,59,4,47
121,0,177.2,123.5,213.2,8.4,1,0,0,142,88,51,6,49
116,0,89.5,180.8,193.1,14.0,2,0,0,128,137,94,3,34
112,16,200.3,197.8,151.1,10.4,1,0,1,72,91,92,3,29
43,0,159.5,119.7,173.9,6.8,2,0,0,99,149,126,3,25
110,0,151.8,138.0,233.5,11.2,3,0,0,106,126,112,8,15
67,0,176.2,236.0,152.5,10.6,1,0,0,120,138,104,4,45
166,0,152.1,121.0,198.0,9.8,0,0,0,95,105,126,5,23
129,0,161.3,220.6,224.7,9.6,1,0,0,122,95,104,3,8
103,0,171.7,144.5,157.9,6.8,3,0,1,78,86,106,3,37
71,0,278.9,190.2,255.2,11.7,0,1,0,110,67,84,7,44
98,0,217.2,303.4,197.1,12.4,0,1,0,121,73,71,2,43
90,0,175.9,285.2,150.8,13.0,1,0,0,111,115,122,7,6
13,0,303.2,170.5,227.6,11.5,0,1,0,133,86,80,3,25
58,0,238.9,187.2,181.1,11.8,2,0,0,107,88,84,3,2
94,28,92.7,127.8,225.6,9.9,3,0,0,107,86,86,4,49
87,0,177.2,248.9,200.8,8.6,3,0,0,72,105,87,7,8
120,0,184.5,209.0,169.7,10.2,2,0,0,103,86,70,6,9
97,24,176.1,159.4,269.1,12.1,0,0,0,109,81,94,9,0
68,0,143.6,134.3,215.6,15.5,2,0,0,80,65,84,5,35
93,0,179.3,188.8,253.2,12.1,1,0,0,93,65,88,5,30
120,0,137.3,212.2,152.7,10.5,1,0,0,100,129,92,2,19
80,0,203.7,216.4,154.2,7.6,2,0,0,92,97,66,5,37
109,0,209.1,205.0,119.4,7.8,2,0,1,141,93,111,3,27
66,33,88.8,109.6,172.7,7.1,3,0,0,104,94,107,9,17
104,0,97.2,155.6,261.6,12.4,0,0,0,88,85,105,5,13
89,0,137.9,192.6,255.7,11.0,1,0,0,96,63,125,5,47
127,0,224.3,185.7,159.4,10.0,2,0,0,112,103,83,1,49
117,13,207.6,152.7,232.8,9.7,1,0,0,65,77,95,3,39
128,0,268.1,120.5,220.8,14.4,2,0,0,95,126,121,6,16
61,0,267.1,180.4,230.6,17.3,1,1,0,104,131,106,4,29
22,0,181.8,198.6,206.6,9.3,2,0,0,108,148,96,3,9
78,0,147.1,199.7,160.7,13.7,0,0,0,80,100,106,7,50
192,0,185.0,224.9,212.4,11.4,2,0,0,88,98,105,3,5
70,0,156.4,171.0,196.1,8.6,2,0,0,108,116,96,4,48
148,0,239.3,195.7,232.6,10.9,1,0,0,84,85,104,3,16
65,29,215.5,161.9,128.3,8.8,2,0,0,129,77,91,5,39
119,0,134.9,211.5,188.5,11.3,1,0,0,70,74,105,6,26
80,0,194.8,209.9,194.1,12.8,0,0,0,116,93,100,3,5
113,0,92.6,177.6,159.8,14.4,3,0,0,85,92,72,4,9
75,0,209.4,211.5,291.2,7.2,1,0,0,133,121,123,4,46
80,0,197.6,164.5,94.0,6.4,1,0,0,83,86,98,6,35
63,0,62.9,202.9,259.0,8.9,1,0,1,112,111,58,8,39
97,28,202.3,69.2,257.6,6.7,1,0,0,97,84,64,3,9
166,0,136.1,181.4,131.4,11.3,0,0,0,116,93,108,4,20
85,33,207.9,233.5,221.3,13.5,1,0,0,95,88,92,3,9
80,0,276.5,195.6,210.3,7.2,1,1,1,122,79,78,3,42
88,25,288.5,203.4,228.4,13.0,1,0,1,114,74,117,5,15
154,35,64.9,184.1,151.6,14.6,1,0,0,76,91,75,1,49
32,26,243.5,236.8,173.3,9.0,1,0,0,137,108,149,9,44
18,0,197.0,203.7,202.0,8.7,3,0,0,97,107,105,3,10
126,31,278.0,253.2,223.2,8.7,0,0,0,88,65,114,4,0
144,37,219.9,222.1,118.5,10.0,1,0,0,102,77,111,4,44
29,0,313.2,216.3,218.4,12.8,2,1,0,103,151,106,4,25
86,16,145.7,191.0,215.5,11.3,0,0,0,88,129,82,7,2
146,0,195.9,228.6,303.5,12.2,3,0,0,86,82,94,4,0
175,0,132.0,231.2,313.4,8.7,1,0,0,95,74,108,10,21
74,0,124.0,262.1,268.2,11.7,2,0,0,102,101,98,2,49
48,0,171.9,159.0,139.5,7.6,2,0,0,98,127,101,3,6
105,0,228.4,145.1,245.3,7.7,0,0,1,100,108,140,7,33
157,0,168.6,205.1,175.8,5.9,3,0,0,71,48,88,2,46
68,0,178.7,252.3,255.7,8.4,1,0,0,61,84,76,4,42
80,0,113.2,185.5,237.3,9.5,1,0,0,86,97,145,5,37
38,25,142.4,313.7,126.6,13.4,2,0,0,106,109,117,6,25
107,38,204.2,205.9,286.5,8.3,0,0,0,57,92,80,4,27
140,0,149.7,212.5,245.9,12.6,3,0,0,71,97,67,4,5
114,0,155.3,169.9,207.0,12.6,2,0,0,75,87,133,5,38
46,0,156.4,185.5,226.7,11.8,1,0,0,105,98,96,3,23
118,42,148.7,167.3,270.6,10.4,0,0,0,105,105,105,7,32
37,0,271.7,155.1,199.5,6.6,3,0,0,112,96,97,4,44
98,23,245.5,292.7,184.0,10.8,1,0,1,54,83,90,7,25
113,0,245.3,259.9,204.3,10.7,3,1,0,108,140,115,2,33
69,0,196.1,236.8,182.3,11.9,0,0,0,87,66,75,1,37
121,0,134.1,195.1,159.6,10.5,2,0,0,112,104,139,2,45
59,31,225.0,191.3,226.7,9.1,1,0,1,78,79,79,3,31
59,0,189.7,115.9,220.6,7.4,0,0,0,100,133,115,4,49
190,0,142.9,177.9,113.3,6.6,0,0,0,96,96,117,4,37
109,0,175.6,238.0,198.4,10.2,1,0,0,80,94,103,6,17
136,0,92.4,219.0,212.6,12.9,2,0,0,109,115,80,4,24
86,0,92.8,159.6,148.7,8.8,1,0,0,92,87,115,5,43
100,27,221.7,236.1,192.7,8.0,0,0,0,100,70,91,4,23
106,0,159.6,276.8,223.5,8.8,0,0,0,94,118,65,3,9
104,0,144.5,180.5,226.0,17.0,2,0,0,107,85,94,6,38
129,0,159.1,202.5,233.1,11.5,2,0,0,100,90,96,6,49
205,0,49.9,150.7,188.2,10.1,2,0,0,123,81,67,4,15
93,32,116.9,232.4,127.7,11.0,0,0,0,120,97,112,9,36
123,0,150.0,89.8,326.0,11.1,3,0,0,98,95,91,3,29
99,0,254.4,159.3,264.4,6.0,1,0,0,120,92,94,5,8
61,33,270.7,200.7,201.7,10.9,3,0,0,53,116,102,3,22
71,0,207.0,173.8,178.4,12.1,1,0,0,112,96,61,3,14
4,0,145.3,303.8,206.1,8.9,0,0,1,89,93,82,4,44
